stdoutredi ok!
r:0:c:c:c:b66:c:c:b143:b310 - 0.025807457
r:0:c:c:c:b66:c:c:b143:b310:f - 0.38971734
r:0:c:c:c:b66:c:c:b143:b310:c - 0.413613707
r:0:c:c:c:b66:c:c:b143:b310:b534 - 0.196668759
r:0:c:c:c:b66:c:c:b143:b310:b534:f - 0.393904179
r:0:c:c:c:b66:c:c:b143:b310:b534:c - 0.606096745
r:0:c:c:c:b66:c:c:b143:b534 - 0.197037801
r:0:c:c:c:b66:c:c:b143:b534:f - 0.598846436
r:0:c:c:c:b66:c:c:b143:b534:c - 0.401153564
r:0:c:c:c:b66:c:c:b198 - 0.0293741822
r:0:c:c:c:b66:c:c:b198:f - 0.352802992
r:0:c:c:c:b66:c:c:b198:c - 0.448621541
r:0:c:c:c:b66:c:c:b198:b534 - 0.198575139
r:0:c:c:c:b66:c:c:b198:b534:f - 0.562585115
r:0:c:c:c:b66:c:c:b198:b534:c - 0.437415034
r:0:c:c:c:b66:c:c:b238 - 0.0716707632
r:0:c:c:c:b66:c:c:b238:f - 0.422110438
r:0:c:c:c:b66:c:c:b238:c - 0.3932648
r:0:c:c:c:b66:c:c:b238:b534 - 0.184625849
r:0:c:c:c:b66:c:c:b238:b534:f - 0.538954258
r:0:c:c:c:b66:c:c:b238:b534:c - 0.461045712
r:0:c:c:c:b66:c:c:b330 - 0.143440574
r:0:c:c:c:b66:c:c:b330:f - 0.528157115
r:0:c:c:c:b66:c:c:b330:c - 0.32256794
r:0:c:c:c:b66:c:c:b330:b534 - 0.149274662
r:0:c:c:c:b66:c:c:b330:b534:f - 0.492795557
r:0:c:c:c:b66:c:c:b330:b534:c - 0.507205129
r:0:c:c:c:b66:c:c:b534 - 0.221902758
r:0:c:c:c:b66:c:c:b534:f - 0.663221896
r:0:c:c:c:b66:c:c:b534:c - 0.336778551
r:0:c:c:c:b66:c:b143 - 0.0431237519
r:0:c:c:c:b66:c:b143:f - 0.371160924
r:0:c:c:c:b66:c:b143:c - 0.338813782
r:0:c:c:c:b66:c:b143:b310 - 0.0305658188
r:0:c:c:c:b66:c:b143:b310:f - 0.4581469
r:0:c:c:c:b66:c:b143:b310:c - 0.350774854
r:0:c:c:c:b66:c:b143:b310:b534 - 0.19107759
r:0:c:c:c:b66:c:b143:b310:b534:f - 0.426837951
r:0:c:c:c:b66:c:b143:b310:b534:c - 0.573162675
r:0:c:c:c:b66:c:b143:b534 - 0.259459287
r:0:c:c:c:b66:c:b143:b534:f - 0.602074564
r:0:c:c:c:b66:c:b143:b534:c - 0.397925228
r:0:c:c:c:b66:c:b534 - 0.00346193672
r:0:c:c:c:b66:c:b534:f - 0.724667549
r:0:c:c:c:b66:c:b534:c - 0.275332272
r:0:c:c:c:b66:b172 - 0.0605597235
r:0:c:c:c:b66:b172:f - 0.403166145
r:0:c:c:c:b66:b172:c - 0.588770449
r:0:c:c:c:b66:b172:c:c - 0.413304567
r:0:c:c:c:b66:b172:c:c:c - 0.452667743
r:0:c:c:c:b66:b172:c:c:b310 - 0.0242827106
r:0:c:c:c:b66:b172:c:c:b310:f - 0.476235926
r:0:c:c:c:b66:b172:c:c:b310:c - 0.33014816
r:0:c:c:c:b66:b172:c:c:b310:b534 - 0.19361423
r:0:c:c:c:b66:b172:c:c:b310:b534:f - 0.42054233
r:0:c:c:c:b66:b172:c:c:b310:b534:c - 0.579457998
r:0:c:c:c:b66:b172:c:c:b534 - 0.523050904
r:0:c:c:c:b66:b172:c:c:b534:f - 0.600564003
r:0:c:c:c:b66:b172:c:c:b534:c - 0.399436861
r:0:c:c:c:b66:b172:c:b310 - 0.184952736
r:0:c:c:c:b66:b172:c:b310:f - 0.260011196
r:0:c:c:c:b66:b172:c:b310:c - 0.334031314
r:0:c:c:c:b66:b172:c:b310:b534 - 0.40595746
r:0:c:c:c:b66:b172:c:b310:b534:f - 0.392189592
r:0:c:c:c:b66:b172:c:b310:b534:c - 0.607811689
r:0:c:c:c:b66:b172:c:b534 - 0.40174216
r:0:c:c:c:b66:b172:c:b534:f - 0.477032036
r:0:c:c:c:b66:b172:c:b534:c - 0.522968173
r:0:c:c:c:b66:b172:b534 - 0.00806313194
r:0:c:c:c:b66:b172:b534:f - 0.468417674
r:0:c:c:c:b66:b172:b534:c - 0.531582296
r:0:c:c:c:b66:b534 - 0.0260384064
