stdoutredi ok!
r:0:c:b174:c:c:c:b648 - 0.0862945467
r:0:c:b174:c:c:c:b648:f - 0.541227341
r:0:c:b174:c:c:c:b648:c - 0.233698398
r:0:c:b174:c:c:c:b648:b1100 - 0.225073919
r:0:c:b174:c:c:c:b648:b1100:f - 0.411026478
r:0:c:b174:c:c:c:b648:b1100:c - 0.588973165
r:0:c:b174:c:c:c:b1100 - 0.181515962
r:0:c:b174:c:c:c:b1100:f - 0.648346126
r:0:c:b174:c:c:c:b1100:c - 0.351653039
r:0:c:b174:c:c:b449 - 0.544258475
r:0:c:b174:c:c:b449:f - 0.247252703
r:0:c:b174:c:c:b449:c - 0.612801015
r:0:c:b174:c:c:b449:c:c - 0.920438766
r:0:c:b174:c:c:b449:c:c:c - 0.270112455
r:0:c:b174:c:c:b449:c:c:b1100 - 0.729886651
r:0:c:b174:c:c:b449:c:c:b1100:f - 0.374632806
r:0:c:b174:c:c:b449:c:c:b1100:c - 0.625367045
r:0:c:b174:c:c:b449:c:b1100 - 0.0795623139
r:0:c:b174:c:c:b449:c:b1100:f - 0.377569795
r:0:c:b174:c:c:b449:c:b1100:c - 0.622431695
r:0:c:b174:c:c:b449:b1100 - 0.13994588
r:0:c:b174:c:c:b449:b1100:f - 0.332032442
r:0:c:b174:c:c:b449:b1100:c - 0.667967677
r:0:c:b174:c:c:b648 - 0.114368916
r:0:c:b174:c:c:b648:f - 0.361872554
r:0:c:b174:c:c:b648:c - 0.193100274
r:0:c:b174:c:c:b648:c:c - 0.767910898
r:0:c:b174:c:c:b648:c:c:c - 0.200112402
r:0:c:b174:c:c:b648:c:c:b1100 - 0.799887061
r:0:c:b174:c:c:b648:c:c:b1100:f - 0.332582176
r:0:c:b174:c:c:b648:c:c:b1100:c - 0.667417049
r:0:c:b174:c:c:b648:c:b1100 - 0.23208867
r:0:c:b174:c:c:b648:c:b1100:f - 0.250897676
r:0:c:b174:c:c:b648:c:b1100:c - 0.749103367
r:0:c:b174:c:c:b648:b1100 - 0.445027053
r:0:c:b174:c:c:b648:b1100:f - 0.228105262
r:0:c:b174:c:c:b648:b1100:c - 0.771894872
